Date,Open,High,Low,Close,Adj Close,Volume
2012-01-09,13340,13340,12740,13180,0.038655,1133650
2012-01-10,13160,13280,12980,13280,0.038949,1423400
2012-01-11,13200,13220,12800,12800,0.037541,1911450
2012-01-12,12740,12760,12420,12580,0.036896,1986700
2012-01-13,12700,12860,12600,12760,0.037424,1565450
2012-01-16,12700,12700,12460,12560,0.036837,867400
2012-01-17,12660,12720,12540,12680,0.037189,899950
2012-01-18,12840,12940,12560,12940,0.037951,1371200
2012-01-19,13020,13380,12960,13380,0.039242,1249800
2012-01-20,13440,13620,13360,13620,0.039946,2584450
2012-01-25,13620,13680,13480,13600,0.039887,1962350
2012-01-26,13580,13660,13280,13280,0.038949,1753450
2012-01-27,13280,13400,13240,13360,0.039183,3377900
2012-01-30,13380,13440,13140,13200,0.038714,2335250
2012-01-31,13100,13240,13020,13200,0.038714,4464850
2012-02-01,13300,13300,13100,13160,0.038597,4688900
2012-02-02,13200,13220,12960,13200,0.038714,2264850
2012-02-03,13180,13180,12800,13000,0.038127,2140500
2012-02-06,13240,13280,13100,13100,0.038421,1191200
2012-02-07,13300,13340,13200,13260,0.03889,1795800
2012-02-08,13300,13300,13140,13200,0.038714,937950
2012-02-09,13200,13200,12980,13200,0.038714,2123900
2012-02-10,13160,13160,12800,12880,0.037776,1401400
2012-02-13,12960,13100,12900,13040,0.038245,1719600
2012-02-14,13060,13340,13000,13260,0.03889,1546500
2012-02-15,13300,13660,13280,13640,0.040005,2619500
2012-02-16,13500,13640,13440,13640,0.040005,1451650
2012-02-17,13800,13900,13720,13880,0.040708,2354300
2012-02-20,13840,14000,13800,13900,0.040767,1017450
2012-02-21,13960,13980,13660,13880,0.040708,736950
2012-02-22,13800,13880,13740,13880,0.040708,1503150
2012-02-23,13780,13780,13360,13440,0.039418,1943100
2012-02-24,13400,13700,13360,13640,0.040005,1586700
2012-02-27,13540,13720,13420,13720,0.040239,508000
2012-02-28,13840,13880,13740,13840,0.040591,1355700
2012-02-29,13940,14020,13860,14020,0.041119,3147600
2012-03-02,14180,14180,13940,14020,0.041119,2970000
2012-03-05,14000,14000,13660,13800,0.040474,591350
2012-03-06,13720,13940,13640,13800,0.040474,434950
2012-03-07,14000,14080,13660,13720,0.040239,968150
2012-03-08,13880,14060,13660,13820,0.040532,1693300
2012-03-09,13860,14100,13840,14100,0.041354,2156350
2012-03-12,14000,14040,13840,13980,0.041002,1009550
2012-03-13,14100,14620,14020,14540,0.042644,3980650
2012-03-14,14660,15080,14640,14880,0.043641,3299350
2012-03-15,14900,15280,14900,15240,0.044697,1606900
2012-03-16,15480,15540,15200,15460,0.045342,1934400
2012-03-19,15400,15760,15300,15700,0.046046,1796200
2012-03-20,15700,15940,15540,15700,0.046046,1437800
2012-03-21,15680,15680,15420,15420,0.045225,1299750
2012-03-22,15500,15780,15320,15720,0.046105,800050
2012-03-23,15560,15960,15500,15940,0.04675,720900
2012-03-26,16000,16040,15640,15820,0.046398,873550
2012-03-27,15940,16340,15920,16340,0.047923,984800
2012-03-28,16300,16520,16260,16380,0.048041,1177400
2012-03-29,16200,16220,15960,16000,0.046926,998550
2012-03-30,15900,15980,15800,15900,0.046633,1265650
2012-04-02,16000,16100,15820,16100,0.047219,1045050
2012-04-03,16340,16420,16120,16400,0.048099,2704850
2012-04-04,16400,16420,16040,16180,0.047454,1499750
2012-04-05,15880,16200,15680,16180,0.047454,1725650
2012-04-06,16020,16180,15940,16120,0.047278,1018650
2012-04-09,15940,16080,15920,15980,0.046867,467650
2012-04-10,16040,16080,15560,15640,0.04587,1355000
2012-04-12,16200,16200,15040,15660,0.045929,2027850
2012-04-13,15660,15900,15580,15900,0.046633,714200
2012-04-16,15620,15720,15240,15520,0.045518,1513500
2012-04-17,15400,15460,14900,14920,0.043759,2060850
2012-04-18,15240,15360,15120,15300,0.044873,2896050
2012-04-19,15180,15300,15060,15260,0.044756,3308450
2012-04-20,15100,15180,14900,15000,0.043993,1254050
2012-04-23,14820,14920,14740,14840,0.043524,1601300
2012-04-24,14720,14820,14640,14820,0.043465,2737000
2012-04-25,15180,15480,15160,15340,0.04499,5271550
2012-04-26,15480,15980,15480,15960,0.046809,2188550
2012-04-27,16000,16200,15980,16120,0.047278,2487550
2012-04-30,16120,16180,15860,16180,0.047454,3321500
2012-05-02,16260,16260,16040,16180,0.047454,2514200
2012-05-03,16080,16180,15960,16060,0.047102,1466100
2012-05-04,15620,15860,15440,15520,0.045518,1933900
2012-05-07,15120,15240,14960,15060,0.044169,2458000
2012-05-08,15200,15220,14920,15000,0.043993,1723750
2012-05-09,15280,15360,15000,15240,0.044697,1139650
2012-05-10,15360,15420,15120,15240,0.044697,1080650
2012-05-11,15240,15360,15060,15160,0.044462,960400
2012-05-14,15300,15400,15180,15240,0.044697,1134200
2012-05-15,15100,15140,14640,14860,0.043583,2224100
2012-05-16,15000,15000,14140,14200,0.041647,2139450
2012-05-17,14460,14460,13960,14360,0.042116,903650
2012-05-18,14000,14160,13800,13860,0.04065,1095150
2012-05-21,13960,14260,13960,14080,0.041295,845850
2012-05-22,14780,14780,14460,14680,0.043055,1267500
2012-05-23,14660,14660,14080,14540,0.042644,911700
2012-05-24,14540,14600,14180,14320,0.041999,928900
2012-05-25,14380,14440,14140,14200,0.041647,981550
2012-05-29,14260,14380,14020,14360,0.042116,1398750
2012-05-30,14380,14420,14120,14220,0.041706,662700
2012-05-31,14040,14260,14000,14220,0.041706,1803350
2012-06-01,14220,14400,14140,14320,0.041999,838850
2012-06-04,13980,13980,13540,13740,0.040298,1486650
2012-06-05,13940,13940,13560,13560,0.03977,677700
2012-06-07,14140,14480,13920,14480,0.042468,1480850
2012-06-08,14540,14540,14180,14440,0.042351,406950
2012-06-11,14800,14860,14600,14800,0.043407,591250
2012-06-12,14700,14800,14540,14800,0.043407,875800
2012-06-13,15040,15040,14880,15040,0.044111,1109200
2012-06-14,14960,15120,14940,15040,0.044111,713650
2012-06-15,15020,15020,14420,14680,0.043055,1250850
2012-06-18,15100,15100,14660,14660,0.042996,689750
2012-06-19,14760,15000,14600,14820,0.043465,867900
2012-06-20,15080,15120,14840,15000,0.043993,618000
2012-06-21,15060,15060,14780,14820,0.043465,375950
2012-06-22,14500,14660,14220,14240,0.041764,921800
2012-06-25,14300,14300,13780,13840,0.040591,1052000
2012-06-26,13800,13980,13760,13940,0.040884,484300
2012-06-27,13940,14360,13740,14180,0.041588,1061300
2012-06-28,14240,14360,14160,14360,0.043656,828000
2012-06-29,14420,14980,14220,14980,0.04554,1606550
2012-07-02,14960,14980,14640,14700,0.044689,1940050
2012-07-03,14640,14860,14620,14740,0.044811,2591450
2012-07-04,14740,14820,14540,14760,0.044872,680350
2012-07-05,14680,14780,14600,14740,0.044811,613000
2012-07-06,14800,14800,14320,14600,0.044385,932200
2012-07-09,14280,14380,14040,14040,0.042683,1127800
2012-07-10,14200,14220,14020,14060,0.042743,644050
2012-07-11,14080,14100,13700,14040,0.042683,948400
2012-07-12,14040,14180,13800,13800,0.041953,1379900
2012-07-13,14060,14240,13860,14200,0.043169,1134850
2012-07-16,14280,14380,14060,14360,0.043656,579000
2012-07-17,14280,14680,14220,14600,0.044385,629150
2012-07-18,14680,14740,14300,14540,0.044203,669550
2012-07-19,14780,14920,14660,14760,0.044872,710800
2012-07-20,14640,14940,14640,14760,0.044872,702000
2012-07-23,14480,14700,14400,14680,0.044628,512300
2012-07-24,14680,14900,14680,14900,0.045297,804350
2012-07-25,14520,14760,14420,14460,0.04396,594600
2012-07-26,14520,14580,14340,14580,0.044324,737900
2012-07-27,14820,15080,14720,14920,0.045358,1682050
2012-07-30,15060,15500,14980,15440,0.046939,1327100
2012-07-31,15440,16180,15420,16180,0.049188,2326150
2012-08-01,15820,16080,15820,15840,0.048155,1496300
2012-08-02,15800,15880,15420,15500,0.047121,806000
2012-08-03,15140,15340,15040,15120,0.045966,1062900
2012-08-06,15500,15800,15380,15560,0.047304,1162200
2012-08-07,15580,15580,15260,15500,0.047121,660550
2012-08-08,15580,15760,15560,15740,0.047851,1022050
2012-08-09,15640,15800,15600,15740,0.047851,1437450
2012-08-10,15660,15800,15600,15740,0.047851,901850
2012-08-13,15800,15800,15500,15560,0.047304,457150
2012-08-14,15680,15740,15560,15700,0.047729,525850
2012-08-16,15760,15780,15600,15660,0.047608,850000
2012-08-17,15600,15620,14960,15020,0.045662,1768250
2012-08-20,14860,14980,14740,14820,0.045054,863800
2012-08-21,15000,15240,14980,15180,0.046148,788700
2012-08-22,15100,15200,14880,15200,0.046209,1077850
2012-08-23,15100,15240,14920,15220,0.04627,891550
2012-08-24,15080,15180,14980,15060,0.045784,604550
2012-08-27,14160,14300,13980,13980,0.0425,1554150
2012-08-28,14100,14300,14020,14160,0.043047,2101750
2012-08-29,14320,14580,14240,14460,0.04396,1945150
2012-08-30,14400,14400,14160,14160,0.043047,692150
2012-08-31,14260,14600,14200,14580,0.044324,1850100
2012-09-03,14780,14780,14340,14500,0.044081,1497600
2012-09-04,14660,14720,14600,14720,0.04475,4285550
2012-09-05,14680,14700,14540,14660,0.044568,1152900
2012-09-06,14620,14760,14580,14760,0.044872,367700
2012-09-07,15060,15340,15020,15340,0.046635,789500
2012-09-10,15440,15500,15240,15400,0.046817,834850
2012-09-11,15300,15400,15180,15280,0.046452,528850
2012-09-12,15360,15540,15280,15540,0.047243,1371550
2012-09-13,15540,15640,15500,15580,0.047364,1216450
2012-09-14,15800,15900,15660,15760,0.047912,1926400
2012-09-17,15660,15660,15340,15540,0.047243,1742700
2012-09-18,15400,15580,15320,15380,0.046756,1014700
2012-09-19,15360,15460,15240,15240,0.046331,772950
2012-09-20,15240,15280,14960,14960,0.04548,1057200
2012-09-21,15080,15180,15040,15140,0.046027,1407050
2012-09-24,15140,15480,15020,15480,0.04706,532950
2012-09-25,15380,15500,15280,15420,0.046878,653500
2012-09-26,15200,15420,15180,15340,0.046635,815000
2012-09-27,15420,15500,15360,15420,0.046878,923450
2012-09-28,15560,15780,15460,15780,0.047972,2056050
2012-10-02,15800,15880,15760,15840,0.048155,995000
2012-10-04,15780,15820,15480,15600,0.047425,1742500
2012-10-05,15680,15800,15540,15660,0.047608,993300
2012-10-08,15820,15820,15520,15660,0.047608,838300
2012-10-09,15700,15740,15520,15580,0.047364,1430150
2012-10-10,15540,15540,15200,15260,0.046392,871400
2012-10-11,14840,15060,14600,14960,0.04548,1284950
2012-10-12,15100,15100,14860,15060,0.045784,446700
2012-10-15,15200,15200,14960,15200,0.046209,561200
2012-10-16,15440,15440,15280,15400,0.046817,478100
2012-10-17,15580,15680,15540,15660,0.047608,2482550
2012-10-18,15700,15740,15620,15740,0.047851,1147550
2012-10-19,15700,15700,15320,15440,0.046939,735400
2012-10-22,15220,15600,14960,15600,0.047425,2138200
2012-10-23,15600,15780,15540,15760,0.047912,1586950
2012-10-24,15500,15640,15420,15540,0.047243,1470800
2012-10-25,15540,16000,15480,15920,0.048398,1150500
2012-10-26,15800,15820,15580,15660,0.047608,1639750
2012-10-29,15580,15800,15440,15800,0.048033,607900
2012-10-30,15660,15920,15640,15920,0.048398,746250
2012-10-31,15900,15960,15800,15840,0.048155,614250
2012-11-01,15740,15800,15600,15800,0.048033,1168500
2012-11-02,16000,16000,15840,15900,0.048337,2016000
2012-11-05,15700,15900,15660,15800,0.048033,1061500
2012-11-06,16000,16000,15660,15900,0.048337,884800
2012-11-07,15880,15980,15720,15980,0.04858,1562950
2012-11-08,15800,15940,15760,15940,0.048459,853100
2012-11-09,15880,15940,15560,15760,0.047912,1064550
2012-11-12,15620,15720,15540,15580,0.047364,728750
2012-11-13,15460,15680,15360,15660,0.047608,1121350
2012-11-14,15440,15900,15440,15900,0.048337,746300
2012-11-15,15780,15860,15600,15780,0.047972,546450
2012-11-16,15820,15860,15540,15700,0.047729,1558400
2012-11-19,15720,15920,15720,15800,0.048033,1696700
2012-11-20,15980,16140,15940,16140,0.049067,2024050
2012-11-21,16260,16380,16140,16340,0.049675,2145850
2012-11-22,16400,16620,16380,16580,0.050404,1542950
2012-11-23,16620,16780,16500,16780,0.051013,1779850
2012-11-26,16740,16760,16400,16560,0.050344,1111450
2012-11-27,16460,16700,16440,16540,0.050283,954950
2012-11-28,16340,16660,16320,16380,0.049796,1282200
2012-11-29,16480,16640,16360,16640,0.050587,3100750
2012-11-30,16640,16860,16420,16480,0.0501,3392650
2012-12-03,16440,16900,16440,16800,0.051073,1362350
2012-12-04,16900,16940,16740,16900,0.051377,641850
2012-12-05,16800,17180,16760,17180,0.052229,1467500
2012-12-06,17240,17340,17020,17100,0.051985,2012400
2012-12-07,16900,17240,16820,17080,0.051925,2713600
2012-12-10,17220,17380,17160,17300,0.052593,1513150
2012-12-11,17380,17380,17040,17160,0.052168,1394750
2012-12-12,17160,17280,17060,17220,0.05235,2303650
2012-12-13,17500,17640,17340,17540,0.053323,2131100
2012-12-14,17480,17700,17400,17640,0.053627,1295350
2012-12-17,17400,17480,17080,17140,0.052107,2433950
2012-12-18,17040,17260,16960,17260,0.052472,2228700
2012-12-20,17480,17480,16880,17080,0.051925,2564850
2012-12-21,17100,17100,16480,16800,0.051073,1554600
2012-12-24,16720,17080,16660,17000,0.051681,807800
2012-12-26,16960,17220,16780,16780,0.051013,778050
2012-12-27,16780,16960,16640,16840,0.093072,1413850
2012-12-28,16820,17120,16800,17040,0.094177,1790000
2013-01-02,17160,17380,16980,17220,0.095172,3569300
2013-01-03,17320,17400,17100,17200,0.095061,1625050
2013-01-04,17280,17280,16900,16920,0.093514,1914700
2013-01-07,16960,17260,16720,17200,0.095061,3234600
2013-01-08,17000,17200,16960,17200,0.095061,1828850
2013-01-09,17200,17200,17000,17000,0.093956,2660050
2013-01-10,17160,17340,16920,17280,0.095503,3010750
2013-01-11,17380,17420,17060,17260,0.095393,1672700
2013-01-14,17340,17340,17080,17120,0.094619,1587600
2013-01-15,17200,17220,16800,16900,0.093403,2455400
2013-01-16,16940,16980,16800,16960,0.093735,2386550
2013-01-17,17040,17040,16600,16760,0.092629,1608100
2013-01-18,16920,16940,16700,16820,0.092961,1215950
2013-01-21,16760,16960,16600,16960,0.093735,1337200
2013-01-22,16840,17120,16780,17120,0.094619,732300
2013-01-23,17200,17300,16900,17000,0.093956,709700
2013-01-24,17080,17080,16720,16840,0.093072,929600
2013-01-25,16900,16920,16340,16560,0.091524,2275250
2013-01-28,16220,16360,15980,16160,0.089313,2434450
2013-01-29,16240,16500,16120,16340,0.090308,997200
2013-01-30,16580,16820,16380,16820,0.092961,3392050
2013-01-31,16660,16960,16640,16960,0.093735,4634900
2013-02-01,17060,17080,16880,17040,0.094177,1713150
2013-02-04,17200,17280,17000,17280,0.095503,1447100
2013-02-05,17260,17280,17020,17280,0.095503,591950
2013-02-06,17300,17400,17080,17340,0.095835,950700
2013-02-07,17360,17400,17060,17100,0.094509,1748750
2013-02-08,17080,17600,17060,17600,0.097272,1389600
2013-02-12,17760,17760,17560,17680,0.097714,1186350
2013-02-13,17760,17880,17520,17880,0.098819,1012200
2013-02-14,17800,18000,17720,18000,0.099483,994500
2013-02-15,17980,18160,17880,18160,0.100367,839800
2013-02-18,18060,18160,17940,17940,0.099151,569900
2013-02-19,17840,18000,17720,17960,0.099262,335050
2013-02-20,18060,18400,17960,18360,0.101472,1051850
2013-02-21,18180,18400,18000,18100,0.100035,1188900
2013-02-22,17860,18200,17700,18200,0.100588,1010850
2013-02-25,18060,18160,17860,17880,0.098819,901400
2013-02-26,17540,17900,17440,17500,0.096719,1549800
2013-02-27,17660,17800,17420,17420,0.096277,1198750
2013-02-28,17560,17880,17560,17600,0.097272,1551500
2013-03-04,17740,17780,17420,17640,0.097493,1411500
2013-03-05,17640,17920,17600,17680,0.097714,1189250
2013-03-06,17860,17920,17540,17880,0.098819,1555900
2013-03-07,17700,17740,17320,17400,0.096167,1991200
2013-03-08,17440,17440,17200,17360,0.095946,1184250
2013-03-11,17300,17560,17240,17540,0.09694,891100
2013-03-12,17460,17560,17440,17460,0.096498,830000
2013-03-13,17560,17820,17540,17720,0.097935,1073350
2013-03-14,17720,17800,17560,17680,0.097714,1661250
2013-03-15,17800,17860,17400,17400,0.096167,808450
2013-03-18,17400,17400,17000,17020,0.094066,1358950
2013-03-19,17200,17420,17100,17360,0.095946,1396600
2013-03-20,17260,17320,17100,17180,0.094951,838350
2013-03-21,17320,17640,17040,17140,0.09473,1961950
2013-03-22,17320,17320,17100,17100,0.094509,1231550
2013-03-25,17260,17400,17180,17400,0.096167,472050
2013-03-26,17500,17560,17320,17440,0.096388,769200
2013-03-27,17460,17540,17280,17380,0.096056,513750
2013-03-28,17420,17420,17160,17360,0.095946,1270500
2013-03-29,17420,17580,17400,17520,0.09683,979050
2013-04-01,17580,17600,17440,17440,0.096388,477050
2013-04-02,17460,17560,17420,17520,0.09683,387250
2013-04-03,17560,17660,17400,17400,0.096167,775650
2013-04-04,17500,17500,17260,17420,0.096277,1014350
2013-04-05,17160,17360,17100,17220,0.095172,795550
2013-04-08,17340,17480,17240,17360,0.095946,651600
2013-04-09,17500,17660,17400,17660,0.097604,774250
2013-04-10,17820,17820,17460,17720,0.097935,747700
2013-04-11,17780,18000,17720,17980,0.099372,976150
2013-04-12,17880,18040,17780,17780,0.098267,837750
2013-04-15,17560,17800,17560,17640,0.097493,724450
2013-04-16,17440,17680,17400,17680,0.097714,959200
2013-04-17,17880,17880,17620,17800,0.098377,920900
2013-04-18,17700,17780,17460,17500,0.096719,459050
2013-04-19,17560,17580,17260,17340,0.095835,554850
2013-04-22,17460,17540,17320,17400,0.096167,611650
2013-04-23,17380,17600,17280,17600,0.097272,561350
2013-04-24,17480,17620,17440,17600,0.097272,551100
2013-04-25,17540,17560,17380,17540,0.09694,493150
2013-04-26,17700,17700,17340,17580,0.097161,1146950
2013-04-29,17480,17600,17360,17360,0.095946,645550
2013-04-30,17340,17560,17340,17420,0.096277,1885900
2013-05-02,17480,17500,17360,17400,0.096167,1990350
2013-05-03,17500,17680,17460,17620,0.097382,2088200
2013-05-06,17780,18180,17720,17900,0.09893,1536550
2013-05-07,17840,17900,17440,17440,0.096388,1445350
2013-05-08,17440,17620,17400,17620,0.097382,461250
2013-05-09,17560,17920,17540,17800,0.098377,756700
2013-05-10,17740,17740,17540,17600,0.097272,822250
2013-05-13,17660,17880,17560,17820,0.098488,1318100
2013-05-14,17920,18280,17880,18260,0.10092,1356650
2013-05-15,18220,18360,18160,18240,0.100809,2550800
2013-05-16,18380,18780,18300,18720,0.103462,2589400
2013-05-20,19000,19860,18920,19520,0.107883,4580350
2013-05-21,19780,19800,19340,19420,0.107331,2919050
2013-05-22,19420,19420,18900,19220,0.106225,1761650
2013-05-23,19020,19040,18760,18920,0.104567,1522100
2013-05-24,18900,19120,18700,18740,0.103573,2654150
2013-05-27,18800,18860,18640,18720,0.103462,1223100
2013-05-28,18800,18860,18720,18740,0.103573,2752450
2013-05-29,18820,19040,18800,18860,0.104236,1796700
2013-05-30,19020,20000,18900,19740,0.109099,3183650
2013-05-31,19760,20000,19600,19800,0.109431,3767950
2013-06-03,19540,19740,19120,19220,0.106225,2034200
2013-06-04,19220,19220,18760,18820,0.104015,1299050
2013-06-05,19060,19060,18800,19000,0.10501,2458100
2013-06-07,18440,18680,17320,17320,0.095724,3530150
2013-06-10,17060,17780,17040,17500,0.096719,3039550
2013-06-11,17720,17720,17000,17000,0.093956,1858700
2013-06-12,17100,17420,17000,17360,0.095946,1819750
2013-06-13,17420,17520,17020,17120,0.094619,1951550
2013-06-14,17180,17200,16980,17140,0.09473,1953150
2013-06-17,17400,17400,17120,17140,0.09473,1051050
2013-06-18,17160,17240,17120,17240,0.095282,1169900
2013-06-19,17320,17360,17140,17140,0.09473,2233650
2013-06-20,16980,16980,16240,16400,0.09064,1621100
2013-06-21,16000,16440,15940,16320,0.090198,1753750
2013-06-24,16640,16700,16380,16440,0.090861,1397250
2013-06-25,16100,16460,16020,16040,0.08865,1433950
2013-06-26,16560,16580,15980,16260,0.089866,2129850
2013-06-27,16600,17600,16560,17500,0.099788,2075800
2013-06-28,17580,17700,17240,17680,0.100814,2557800
2013-07-01,17720,17720,17180,17300,0.098647,1452250
2013-07-02,17220,17300,17080,17080,0.097393,1492750
2013-07-03,17120,17200,16600,16740,0.095454,735150
2013-07-04,16640,16780,16420,16700,0.095226,840500
2013-07-05,16520,16660,16200,16300,0.092945,2473300
2013-07-08,16000,16300,15580,15940,0.090892,1906200
2013-07-09,16300,16300,15960,16100,0.091805,1001200
2013-07-10,16160,16240,15960,16080,0.091691,925650
2013-07-11,16120,17100,16120,17100,0.097507,1478900
2013-07-12,17140,17180,16820,17100,0.097507,820300
2013-07-15,17100,17120,16740,17100,0.097507,776850
2013-07-16,17060,17060,16860,17000,0.096937,617600
2013-07-17,17100,17180,16820,17040,0.097165,1651100
2013-07-18,17120,17120,16440,16500,0.094086,1685550
2013-07-19,16260,16520,16040,16080,0.091691,2516350
2013-07-22,16100,16160,16000,16020,0.091349,980750
2013-07-23,16060,16380,16040,16340,0.093173,1360300
2013-07-24,16440,16480,16380,16420,0.093629,1272900
2013-07-25,16500,16520,16400,16440,0.093744,656900
2013-07-26,16360,16440,16180,16200,0.092375,673200
2013-07-29,16120,16140,15960,16020,0.091349,1216400
2013-07-30,16020,16260,16000,16100,0.091805,1081800
2013-07-31,16160,16340,16020,16340,0.093173,951150
2013-08-01,16280,16360,16160,16220,0.092489,520100
2013-08-02,16360,16400,16280,16400,0.093515,1009200
2013-08-05,16700,16700,16320,16340,0.093173,1909200
2013-08-06,16220,16280,16100,16100,0.091805,1118600
2013-08-07,16100,16120,15900,15900,0.090664,1055300
2013-08-08,15880,16120,15720,15960,0.091006,1387050
2013-08-09,16220,16380,16000,16300,0.092945,1009500
2013-08-12,16220,16400,16140,16140,0.092033,345400
2013-08-13,16520,16980,16360,16980,0.096823,1603000
2013-08-14,16980,17300,16980,17300,0.098647,1055000
2013-08-16,17260,17580,17120,17480,0.099674,1794200
2013-08-19,17500,17540,17240,17280,0.098533,1501450
2013-08-20,17580,17580,17060,17460,0.09956,1443750
2013-08-21,17400,17400,17040,17140,0.097735,1248150
2013-08-22,16540,17080,16540,17020,0.097051,1420400
2013-08-23,17560,17560,17120,17260,0.098419,1317250
2013-08-26,17300,17480,17300,17400,0.099218,864950
2013-08-27,17400,17420,17300,17420,0.099332,659550
2013-08-28,17200,17440,17020,17440,0.099446,1421450
2013-08-29,17480,17780,17460,17780,0.101384,2490350
2013-08-30,17800,18400,17700,18380,0.104806,2969750
2013-09-02,18300,18320,18020,18080,0.103095,843900
2013-09-03,18040,18120,17520,17680,0.100814,853400
2013-09-04,17600,17900,17600,17740,0.101156,1251050
2013-09-05,18080,18100,17960,18020,0.102753,1715500
2013-09-06,18020,18080,17840,18020,0.102753,793400
2013-09-09,18000,18000,17700,17860,0.101841,1478750
2013-09-10,17640,17960,17520,17960,0.102411,2361100
2013-09-11,17860,18040,17860,18040,0.102867,1402800
2013-09-12,18060,18280,17920,18160,0.103551,1528450
2013-09-13,18000,18100,17980,18040,0.102867,557150
2013-09-16,18080,18380,18060,18380,0.104806,1340200
2013-09-17,18260,18340,17760,17840,0.101727,1838350
2013-09-23,17900,17900,17300,17600,0.100358,2258950
2013-09-24,17400,17500,17200,17340,0.098875,2974550
2013-09-25,17400,17540,17240,17540,0.100016,1992200
2013-09-26,17500,17540,17360,17420,0.099332,1034800
2013-09-27,17500,17620,17420,17560,0.10013,943650
2013-09-30,17540,17660,17500,17520,0.099902,2301950
2013-10-01,17500,17600,17300,17340,0.098875,2009700
2013-10-02,17500,18020,17460,18020,0.102753,1420900
2013-10-04,17960,18220,17900,18120,0.103323,1786600
2013-10-07,18100,18380,18100,18300,0.104349,1654400
2013-10-08,18340,18460,18260,18440,0.105148,2766450
2013-10-10,18500,18660,18500,18600,0.10606,2159750
2013-10-11,18980,19000,18720,18740,0.106858,3398250
2013-10-14,18740,19000,18740,18880,0.107657,809150
2013-10-15,18980,19460,18980,19460,0.110964,1067350
2013-10-16,19320,19380,19060,19060,0.108683,622500
2013-10-17,19100,19380,19100,19300,0.110052,870450
2013-10-18,19300,19400,19260,19400,0.110622,866850
2013-10-21,19340,19480,19020,19380,0.110508,709650
2013-10-22,19460,19460,19140,19400,0.110622,1946100
2013-10-23,19400,19420,19200,19340,0.11028,726100
2013-10-24,19300,19400,19200,19400,0.110622,755500
2013-10-25,19420,19420,19020,19100,0.108911,1329800
2013-10-28,19260,19560,19260,19560,0.111534,1044950
2013-10-29,19800,19820,19600,19800,0.112903,1496550
2013-10-30,19820,20680,19800,20580,0.11735,2806650
2013-10-31,20220,20800,20220,20480,0.11678,2342600
2013-11-01,20640,20960,20500,20600,0.117464,1442800
2013-11-04,20780,20800,20580,20780,0.118491,1832500
2013-11-05,20780,20980,20440,20500,0.116894,3217900
2013-11-06,20680,20800,20100,20580,0.11735,2596300
2013-11-07,20580,20800,20320,20740,0.118263,2125050
2013-11-08,19960,20040,19660,19700,0.112333,24754550
2013-11-11,19660,19880,19600,19700,0.112333,4522100
2013-11-12,19760,20500,19760,20480,0.11678,2397800
2013-11-13,20400,20400,19600,19600,0.111762,1805250
2013-11-14,20000,20100,19780,19840,0.113131,1150300
2013-11-15,20000,20220,19980,20180,0.11507,1275100
2013-11-18,20300,20900,20220,20660,0.117807,1584000
2013-11-19,20800,20900,20640,20740,0.118263,719400
2013-11-20,20400,20540,20100,20260,0.115526,1857650
2013-11-21,20140,20220,19880,19980,0.113929,941400
2013-11-22,20000,20000,19620,19800,0.112903,1588200
2013-11-25,19900,20320,19880,20160,0.114956,2052800
2013-11-26,20200,20220,19760,19760,0.112675,2207950
2013-11-27,19660,19760,19600,19700,0.112333,2494600
2013-11-28,19980,20020,19740,19960,0.113815,2343200
2013-11-29,20080,20080,19840,20060,0.114385,1090550
2013-12-02,20200,20240,19960,20000,0.114043,1589400
2013-12-03,20040,20300,19900,20300,0.115754,2204500
2013-12-04,20200,20580,20060,20360,0.116096,1559850
2013-12-05,20120,20180,19860,20040,0.114271,1340800
2013-12-06,20020,20080,19640,19640,0.11199,1259000
2013-12-09,19700,19780,19700,19760,0.112675,1943500
2013-12-10,19840,20020,19820,20000,0.114043,2119200
2013-12-11,19940,20360,19940,20360,0.116096,2278600
2013-12-12,20400,21080,20280,20860,0.118947,3435350
2013-12-13,20560,20760,20400,20400,0.116324,3948500
2013-12-16,20980,20980,19700,20780,0.118491,4105750
2013-12-17,20760,21000,20760,21000,0.119745,4933500
2013-12-18,20880,20980,20640,20760,0.118377,1640500
2013-12-19,21080,21100,21000,21100,0.120316,2422900
2013-12-20,21140,21140,20940,21100,0.120316,1399400
2013-12-23,21200,21240,21040,21080,0.120201,1312450
2013-12-24,21100,21100,20760,20820,0.118719,1171400
2013-12-26,20820,21000,20700,20740,0.118263,833300
2013-12-27,20600,20920,20600,20920,0.359079,1310250
2013-12-30,20600,20780,20060,20260,0.347751,3242550
2014-01-02,20440,20460,19540,19780,0.339512,3726150
2014-01-03,20000,20180,19340,19360,0.332303,3372300
2014-01-06,19500,19940,19460,19740,0.338825,1359000
2014-01-07,19500,19920,19440,19500,0.334706,1299900
2014-01-08,19500,19600,19420,19500,0.334706,4377150
2014-01-09,19420,19820,19420,19440,0.333676,2352550
2014-01-10,19360,19520,19260,19300,0.331273,1647100
2014-01-13,19220,19400,19200,19200,0.329557,1965300
2014-01-14,19180,19480,19140,19300,0.331273,1336800
2014-01-15,19320,19560,18820,18820,0.323034,2569950
2014-01-16,18840,18980,18720,18780,0.322348,2480350
2014-01-17,18800,19020,18780,18800,0.322691,2407700
2014-01-20,18760,19020,18760,18760,0.322004,1204600
2014-01-21,18920,19160,18880,19000,0.326124,1156550
